Region,Year,Date,UV_Index
melbourne,2016,2016-02-13,10.95
melbourne,2016,2016-02-14,11.41
melbourne,2016,2016-02-15,9.58
melbourne,2016,2016-02-16,9.2
melbourne,2016,2016-02-17,10.99
melbourne,2016,2016-02-18,9.17
melbourne,2016,2016-02-19,12.13
melbourne,2016,2016-02-20,9.46
melbourne,2016,2016-02-21,9.73
melbourne,2016,2016-02-22,6.82
melbourne,2016,2016-02-23,11.35
melbourne,2016,2016-02-24,10.24
melbourne,2016,2016-02-25,10.15
melbourne,2016,2016-02-26,10.92
melbourne,2016,2016-02-27,10.09
melbourne,2016,2016-02-28,10.9
melbourne,2016,2016-02-29,9.0
melbourne,2016,2016-03-01,8.76
melbourne,2016,2016-03-02,8.2
melbourne,2016,2016-03-03,8.59
melbourne,2016,2016-03-04,8.78
melbourne,2016,2016-03-05,10.19
melbourne,2016,2016-03-06,8.56
melbourne,2016,2016-03-07,3.46
melbourne,2016,2016-03-08,7.8
melbourne,2016,2016-03-09,5.35
melbourne,2016,2016-03-10,5.26
melbourne,2016,2016-03-11,8.56
melbourne,2016,2016-03-12,3.92
melbourne,2016,2016-03-13,9.15
melbourne,2016,2016-03-14,4.92
melbourne,2016,2016-03-15,8.09
melbourne,2016,2016-03-16,7.84
melbourne,2016,2016-03-17,7.24
melbourne,2016,2016-03-18,7.95
melbourne,2016,2016-03-19,8.36
melbourne,2016,2016-03-20,7.08
melbourne,2016,2016-03-21,7.41
melbourne,2016,2016-03-22,7.23
melbourne,2016,2016-03-23,7.14
melbourne,2016,2016-03-24,5.98
melbourne,2016,2016-03-25,6.15
melbourne,2016,2016-03-26,4.62
melbourne,2016,2016-03-27,6.59
melbourne,2016,2016-03-28,5.54
melbourne,2016,2016-03-29,3.22
melbourne,2016,2016-03-30,3.41
melbourne,2016,2016-03-31,6.24
melbourne,2016,2016-04-01,5.73
melbourne,2016,2016-04-02,5.51
melbourne,2016,2016-04-03,6.45
melbourne,2016,2016-04-04,5.45
melbourne,2016,2016-04-05,5.82
melbourne,2016,2016-04-06,1.93
melbourne,2016,2016-04-07,5.9
melbourne,2016,2016-04-08,4.62
melbourne,2016,2016-04-09,5.76
melbourne,2016,2016-04-10,5.59
melbourne,2016,2016-04-11,4.72
melbourne,2016,2016-04-12,5.3
melbourne,2016,2016-04-13,4.02
melbourne,2016,2016-04-14,4.61
melbourne,2016,2016-04-15,5.06
melbourne,2016,2016-04-16,3.64
melbourne,2016,2016-04-17,4.22
melbourne,2016,2016-04-18,4.29
melbourne,2016,2016-04-19,4.03
melbourne,2016,2016-04-20,3.88
melbourne,2016,2016-04-21,2.63
melbourne,2016,2016-04-22,4.59
melbourne,2016,2016-04-23,4.59
melbourne,2016,2016-04-24,4.38
melbourne,2016,2016-04-25,4.5
melbourne,2016,2016-04-26,4.13
melbourne,2016,2016-04-27,4.1
melbourne,2016,2016-04-28,2.86
melbourne,2016,2016-04-29,0.73
melbourne,2016,2016-04-30,4.11
melbourne,2016,2016-05-01,2.88
melbourne,2016,2016-05-02,3.37
melbourne,2016,2016-05-03,3.85
melbourne,2016,2016-05-04,3.3
melbourne,2016,2016-05-05,3.13
melbourne,2016,2016-05-06,3.26
melbourne,2016,2016-05-07,3.28
melbourne,2016,2016-05-08,0.78
melbourne,2016,2016-05-09,3.09
melbourne,2016,2016-05-10,3.15
melbourne,2016,2016-05-11,2.37
melbourne,2016,2016-05-12,3.42
melbourne,2016,2016-05-13,3.11
melbourne,2016,2016-05-14,3.26
melbourne,2016,2016-05-15,3.13
melbourne,2016,2016-05-16,3.2
melbourne,2016,2016-05-17,2.81
melbourne,2016,2016-05-18,3.03
melbourne,2016,2016-05-19,2.97
melbourne,2016,2016-05-20,2.72
melbourne,2016,2016-05-21,2.92
melbourne,2016,2016-05-22,2.85
melbourne,2016,2016-05-23,2.61
melbourne,2016,2016-05-24,2.5
melbourne,2016,2016-05-25,2.68
melbourne,2016,2016-05-26,1.11
melbourne,2016,2016-05-27,2.39
melbourne,2016,2016-05-28,2.15
melbourne,2016,2016-05-29,1.85
melbourne,2016,2016-05-30,2.25
melbourne,2016,2016-05-31,2.16
melbourne,2016,2016-06-01,2.53
melbourne,2016,2016-06-02,1.93
melbourne,2016,2016-06-03,2.21
melbourne,2016,2016-06-04,1.0
melbourne,2016,2016-06-05,1.1
melbourne,2016,2016-06-06,2.64
melbourne,2016,2016-06-07,1.27
melbourne,2016,2016-06-08,2.7
melbourne,2016,2016-06-09,2.25
melbourne,2016,2016-06-10,2.54
melbourne,2016,2016-06-11,2.03
melbourne,2016,2016-06-12,2.14
melbourne,2016,2016-06-13,2.38
melbourne,2016,2016-06-14,2.41
melbourne,2016,2016-06-15,2.38
melbourne,2016,2016-06-16,1.63
melbourne,2016,2016-06-17,1.02
melbourne,2016,2016-06-18,1.32
melbourne,2016,2016-06-19,1.76
melbourne,2016,2016-06-20,0.81
melbourne,2016,2016-06-21,2.2
melbourne,2016,2016-06-22,1.95
melbourne,2016,2016-06-23,2.33
melbourne,2016,2016-06-24,1.69
melbourne,2016,2016-06-25,2.48
melbourne,2016,2016-06-26,2.19
melbourne,2016,2016-06-27,0.93
melbourne,2016,2016-06-28,2.21
melbourne,2016,2016-06-29,2.21
melbourne,2016,2016-06-30,1.99
melbourne,2016,2016-07-01,1.86
melbourne,2016,2016-07-02,1.93
melbourne,2016,2016-07-03,2.46
melbourne,2016,2016-07-04,0.8
melbourne,2016,2016-07-05,0.76
melbourne,2016,2016-07-06,0.78
melbourne,2016,2016-07-07,1.69
melbourne,2016,2016-07-08,2.08
melbourne,2016,2016-07-09,2.31
melbourne,2016,2016-07-10,0.83
melbourne,2016,2016-07-11,2.3
melbourne,2016,2016-07-12,2.43
melbourne,2016,2016-07-13,1.8
melbourne,2016,2016-07-14,2.17
melbourne,2016,2016-07-15,2.0
melbourne,2016,2016-07-16,2.5
melbourne,2016,2016-07-17,2.73
melbourne,2016,2016-07-18,3.01
melbourne,2016,2016-07-19,2.21
melbourne,2016,2016-07-20,2.46
melbourne,2016,2016-07-21,2.85
melbourne,2016,2016-07-22,2.05
melbourne,2016,2016-07-23,2.25
melbourne,2016,2016-07-24,2.09
melbourne,2016,2016-07-25,2.73
melbourne,2016,2016-07-26,1.63
melbourne,2016,2016-07-27,2.17
melbourne,2016,2016-07-28,2.5
melbourne,2016,2016-07-29,1.64
melbourne,2016,2016-07-30,2.89
melbourne,2016,2016-07-31,2.98
melbourne,2016,2016-08-01,1.84
melbourne,2016,2016-08-02,2.68
melbourne,2016,2016-08-03,2.76
melbourne,2016,2016-08-04,2.79
melbourne,2016,2016-08-05,2.88
melbourne,2016,2016-08-06,1.78
melbourne,2016,2016-08-07,3.33
melbourne,2016,2016-08-08,3.73
melbourne,2016,2016-08-09,3.14
melbourne,2016,2016-08-10,3.38
melbourne,2016,2016-08-11,2.93
melbourne,2016,2016-08-12,2.88
melbourne,2016,2016-08-13,3.23
melbourne,2016,2016-08-14,3.43
melbourne,2016,2016-08-15,3.5
melbourne,2016,2016-08-16,3.56
melbourne,2016,2016-08-17,3.65
melbourne,2016,2016-08-18,3.67
melbourne,2016,2016-08-19,0.73
melbourne,2016,2016-08-20,2.65
melbourne,2016,2016-08-21,2.71
melbourne,2016,2016-08-22,3.84
melbourne,2016,2016-08-23,3.11
melbourne,2016,2016-08-24,3.23
melbourne,2016,2016-08-25,3.78
melbourne,2016,2016-08-26,3.56
melbourne,2016,2016-08-27,4.1
melbourne,2016,2016-08-28,4.61
melbourne,2016,2016-08-29,5.05
melbourne,2016,2016-08-30,2.32
melbourne,2016,2016-08-31,4.95
melbourne,2016,2016-09-01,4.55
melbourne,2016,2016-09-02,3.57
melbourne,2016,2016-09-03,3.84
melbourne,2016,2016-09-04,4.39
melbourne,2016,2016-09-05,4.07
melbourne,2016,2016-09-06,4.4
melbourne,2016,2016-09-07,4.84
melbourne,2016,2016-09-08,4.83
melbourne,2016,2016-09-09,2.46
melbourne,2016,2016-09-10,3.07
melbourne,2016,2016-09-11,5.1
melbourne,2016,2016-09-12,2.25
melbourne,2016,2016-09-13,1.83
melbourne,2016,2016-09-14,4.85
melbourne,2016,2016-09-15,6.18
melbourne,2016,2016-09-16,5.69
melbourne,2016,2016-09-17,5.15
melbourne,2016,2016-09-18,1.79
melbourne,2016,2016-09-19,5.61
melbourne,2016,2016-09-20,5.67
melbourne,2016,2016-09-21,3.42
melbourne,2016,2016-09-22,6.33
melbourne,2016,2016-09-23,6.38
melbourne,2016,2016-09-24,6.46
melbourne,2016,2016-09-25,6.07
melbourne,2016,2016-09-26,6.31
melbourne,2016,2016-09-27,6.16
melbourne,2016,2016-09-28,6.22
melbourne,2016,2016-09-29,5.7
melbourne,2016,2016-09-30,5.8
melbourne,2016,2016-10-01,5.69
melbourne,2016,2016-10-02,7.18
melbourne,2016,2016-10-03,6.86
melbourne,2016,2016-10-04,6.43
melbourne,2016,2016-10-05,3.07
melbourne,2016,2016-10-06,7.01
melbourne,2016,2016-10-07,3.53
melbourne,2016,2016-10-08,7.2
melbourne,2016,2016-10-09,8.49
melbourne,2016,2016-10-10,7.44
melbourne,2016,2016-10-11,7.29
melbourne,2016,2016-10-12,6.52
melbourne,2016,2016-10-13,7.45
melbourne,2016,2016-10-14,7.03
melbourne,2016,2016-10-15,8.31
melbourne,2016,2016-10-16,6.43
melbourne,2016,2016-10-17,8.2
melbourne,2016,2016-10-18,7.59
melbourne,2016,2016-10-19,7.07
melbourne,2016,2016-10-20,7.35
melbourne,2016,2016-10-21,2.87
melbourne,2016,2016-10-22,7.96
melbourne,2016,2016-10-23,7.72
melbourne,2016,2016-10-24,8.03
melbourne,2016,2016-10-25,8.31
melbourne,2016,2016-10-26,6.09
melbourne,2016,2016-10-27,9.04
melbourne,2016,2016-10-28,8.85
melbourne,2016,2016-10-29,8.23
melbourne,2016,2016-10-30,8.29
melbourne,2016,2016-10-31,8.74
melbourne,2016,2016-11-01,8.63
melbourne,2016,2016-11-02,6.46
melbourne,2016,2016-11-03,8.5
melbourne,2016,2016-11-04,8.55
melbourne,2016,2016-11-05,9.6
melbourne,2016,2016-11-06,10.01
melbourne,2016,2016-11-07,8.47
melbourne,2016,2016-11-08,8.6
melbourne,2016,2016-11-09,9.39
melbourne,2016,2016-11-10,10.01
melbourne,2016,2016-11-11,8.84
melbourne,2016,2016-11-12,9.32
melbourne,2016,2016-11-13,10.62
melbourne,2016,2016-11-14,10.19
melbourne,2016,2016-11-15,6.85
melbourne,2016,2016-11-16,11.01
melbourne,2016,2016-11-17,9.96
melbourne,2016,2016-11-18,10.34
melbourne,2016,2016-11-19,10.02
melbourne,2016,2016-11-20,10.77
melbourne,2016,2016-11-21,10.2
melbourne,2016,2016-11-22,2.51
melbourne,2016,2016-11-23,10.31
melbourne,2016,2016-11-24,11.49
melbourne,2016,2016-11-25,10.88
melbourne,2016,2016-11-26,10.86
melbourne,2016,2016-11-27,6.02
melbourne,2016,2016-11-28,10.45
melbourne,2016,2016-11-29,9.95
melbourne,2016,2016-11-30,9.2
melbourne,2016,2016-12-01,9.95
melbourne,2016,2016-12-02,10.62
melbourne,2016,2016-12-03,10.22
melbourne,2016,2016-12-04,9.7
melbourne,2016,2016-12-05,11.88
melbourne,2016,2016-12-06,10.97
melbourne,2016,2016-12-07,11.09
melbourne,2016,2016-12-08,11.75
melbourne,2016,2016-12-09,12.98
melbourne,2016,2016-12-10,12.86
melbourne,2016,2016-12-11,11.93
melbourne,2016,2016-12-12,10.83
melbourne,2016,2016-12-13,9.44
melbourne,2016,2016-12-14,12.11
melbourne,2016,2016-12-15,11.07
melbourne,2016,2016-12-16,11.85
melbourne,2016,2016-12-17,11.93
melbourne,2016,2016-12-18,11.48
melbourne,2016,2016-12-19,10.6
melbourne,2016,2016-12-20,10.7
melbourne,2016,2016-12-21,12.1
melbourne,2016,2016-12-22,10.92
melbourne,2016,2016-12-23,10.8
melbourne,2016,2016-12-24,10.92
melbourne,2016,2016-12-25,11.01
melbourne,2016,2016-12-26,9.72
melbourne,2016,2016-12-27,6.68
melbourne,2016,2016-12-28,14.97
melbourne,2016,2016-12-29,13.92
melbourne,2016,2016-12-30,11.75
melbourne,2016,2016-12-31,11.6
melbourne,2017,2017-01-01,8.93
melbourne,2017,2017-01-02,13.6
melbourne,2017,2017-01-03,11.69
melbourne,2017,2017-01-04,11.66
melbourne,2017,2017-01-05,11.44
melbourne,2017,2017-01-06,11.18
melbourne,2017,2017-01-07,11.72
melbourne,2017,2017-01-08,11.07
melbourne,2017,2017-01-09,7.02
melbourne,2017,2017-01-10,11.56
melbourne,2017,2017-01-11,12.92
melbourne,2017,2017-01-12,11.96
melbourne,2017,2017-01-13,5.09
melbourne,2017,2017-01-14,13.33
melbourne,2017,2017-01-15,13.41
melbourne,2017,2017-01-16,11.98
melbourne,2017,2017-01-17,13.27
melbourne,2017,2017-01-18,13.26
melbourne,2017,2017-01-19,11.91
melbourne,2017,2017-01-20,12.76
melbourne,2017,2017-01-21,13.24
melbourne,2017,2017-01-22,12.32
melbourne,2017,2017-01-23,11.97
melbourne,2017,2017-01-24,12.84
melbourne,2017,2017-01-25,12.23
melbourne,2017,2017-01-26,12.37
melbourne,2017,2017-01-27,11.36
melbourne,2017,2017-01-28,10.99
melbourne,2017,2017-01-29,10.73
melbourne,2017,2017-01-30,3.66
melbourne,2017,2017-01-31,11.96
melbourne,2017,2017-02-01,8.47
melbourne,2017,2017-02-02,11.22
melbourne,2017,2017-02-03,10.46
melbourne,2017,2017-02-04,10.82
melbourne,2017,2017-02-05,9.53
melbourne,2017,2017-02-06,6.97
melbourne,2017,2017-02-07,10.43
melbourne,2017,2017-02-08,10.85
melbourne,2017,2017-02-09,11.8
melbourne,2017,2017-02-10,11.25
melbourne,2017,2017-02-11,12.3
melbourne,2017,2017-02-12,10.81
melbourne,2017,2017-02-13,10.68
melbourne,2017,2017-02-14,8.53
melbourne,2017,2017-02-15,10.21
melbourne,2017,2017-02-16,9.44
melbourne,2017,2017-02-17,10.01
melbourne,2017,2017-02-18,9.6
melbourne,2017,2017-02-19,8.7
melbourne,2017,2017-02-20,10.12
melbourne,2017,2017-02-21,9.86
melbourne,2017,2017-02-22,9.81
melbourne,2017,2017-02-23,9.76
melbourne,2017,2017-02-24,10.83
melbourne,2017,2017-02-25,9.31
melbourne,2017,2017-02-26,9.19
melbourne,2017,2017-02-27,8.8
melbourne,2017,2017-02-28,8.39
melbourne,2017,2017-03-01,8.92
melbourne,2017,2017-03-02,8.83
melbourne,2017,2017-03-03,9.35
melbourne,2017,2017-03-04,8.85
melbourne,2017,2017-03-05,9.7
melbourne,2017,2017-03-06,8.68
melbourne,2017,2017-03-07,8.33
melbourne,2017,2017-03-08,8.16
melbourne,2017,2017-03-09,7.97
melbourne,2017,2017-03-10,7.17
melbourne,2017,2017-03-11,7.66
melbourne,2017,2017-03-12,7.47
melbourne,2017,2017-03-13,7.39
melbourne,2017,2017-03-14,7.48
melbourne,2017,2017-03-15,8.13
melbourne,2017,2017-03-16,8.78
melbourne,2017,2017-03-17,8.1
melbourne,2017,2017-03-18,7.67
melbourne,2017,2017-03-19,7.66
melbourne,2017,2017-03-20,8.85
melbourne,2017,2017-03-21,8.34
melbourne,2017,2017-03-22,5.98
melbourne,2017,2017-03-23,7.82
melbourne,2017,2017-03-24,8.23
melbourne,2017,2017-03-25,7.73
melbourne,2017,2017-03-26,7.51
melbourne,2017,2017-03-27,7.67
melbourne,2017,2017-03-28,6.8
melbourne,2017,2017-03-29,6.97
melbourne,2017,2017-03-30,6.37
melbourne,2017,2017-03-31,6.72
melbourne,2017,2017-04-01,7.11
melbourne,2017,2017-04-02,5.38
melbourne,2017,2017-04-03,5.83
melbourne,2017,2017-04-04,5.47
melbourne,2017,2017-04-05,5.21
melbourne,2017,2017-04-06,5.99
melbourne,2017,2017-04-07,5.52
melbourne,2017,2017-04-08,5.24
melbourne,2017,2017-04-09,4.84
melbourne,2017,2017-04-10,2.06
melbourne,2017,2017-04-11,5.44
melbourne,2017,2017-04-12,5.25
melbourne,2017,2017-04-13,5.0
melbourne,2017,2017-04-14,4.08
melbourne,2017,2017-04-15,5.29
melbourne,2017,2017-04-16,4.29
melbourne,2017,2017-04-17,3.42
melbourne,2017,2017-04-18,4.37
melbourne,2017,2017-04-19,4.18
melbourne,2017,2017-04-20,4.24
melbourne,2017,2017-04-21,4.16
melbourne,2017,2017-04-22,4.71
melbourne,2017,2017-04-23,4.44
melbourne,2017,2017-04-24,4.17
melbourne,2017,2017-04-25,3.61
melbourne,2017,2017-04-26,3.98
melbourne,2017,2017-04-27,3.95
melbourne,2017,2017-04-28,1.79
melbourne,2017,2017-04-29,3.2
melbourne,2017,2017-04-30,3.56
melbourne,2017,2017-05-01,4.33
melbourne,2017,2017-05-02,3.69
melbourne,2017,2017-05-03,3.84
melbourne,2017,2017-05-04,3.41
melbourne,2017,2017-05-05,3.26
melbourne,2017,2017-05-06,3.01
melbourne,2017,2017-05-07,3.38
melbourne,2017,2017-05-08,2.94
melbourne,2017,2017-05-09,3.33
melbourne,2017,2017-05-10,3.15
melbourne,2017,2017-05-11,2.61
melbourne,2017,2017-05-12,2.72
melbourne,2017,2017-05-13,2.94
melbourne,2017,2017-05-14,2.03
melbourne,2017,2017-05-15,2.04
melbourne,2017,2017-05-16,2.54
melbourne,2017,2017-05-17,1.4
melbourne,2017,2017-05-18,2.64
melbourne,2017,2017-05-19,1.2
melbourne,2017,2017-05-20,2.68
melbourne,2017,2017-05-21,2.66
melbourne,2017,2017-05-22,2.55
melbourne,2017,2017-05-23,2.43
melbourne,2017,2017-05-24,2.36
melbourne,2017,2017-05-25,2.37
melbourne,2017,2017-05-26,2.14
melbourne,2017,2017-05-27,2.28
melbourne,2017,2017-05-28,2.05
melbourne,2017,2017-05-29,2.03
melbourne,2017,2017-05-30,1.89
melbourne,2017,2017-05-31,2.17
melbourne,2017,2017-06-01,1.49
melbourne,2017,2017-06-02,1.99
melbourne,2017,2017-06-03,1.75
melbourne,2017,2017-06-04,1.97
melbourne,2017,2017-06-05,1.92
melbourne,2017,2017-06-06,1.88
melbourne,2017,2017-06-07,1.84
melbourne,2017,2017-06-08,1.55
melbourne,2017,2017-06-09,1.86
melbourne,2017,2017-06-10,1.8
melbourne,2017,2017-06-11,1.81
melbourne,2017,2017-06-12,1.95
melbourne,2017,2017-06-13,1.31
melbourne,2017,2017-06-14,1.88
melbourne,2017,2017-06-15,1.91
melbourne,2017,2017-06-16,1.7
melbourne,2017,2017-06-17,1.68
melbourne,2017,2017-06-18,1.77
melbourne,2017,2017-06-19,1.6
melbourne,2017,2017-06-20,1.75
melbourne,2017,2017-06-21,1.35
melbourne,2017,2017-06-22,1.44
melbourne,2017,2017-06-23,1.57
melbourne,2017,2017-06-24,1.65
melbourne,2017,2017-06-25,2.12
melbourne,2017,2017-06-26,1.51
melbourne,2017,2017-06-27,1.05
melbourne,2017,2017-06-28,1.77
melbourne,2017,2017-06-29,1.42
melbourne,2017,2017-06-30,1.75
melbourne,2017,2017-07-01,1.7
melbourne,2017,2017-07-02,1.79
melbourne,2017,2017-07-03,1.12
melbourne,2017,2017-07-04,1.92
melbourne,2017,2017-07-05,1.58
melbourne,2017,2017-07-06,1.78
melbourne,2017,2017-07-07,1.51
melbourne,2017,2017-07-08,1.74
melbourne,2017,2017-07-09,1.7
melbourne,2017,2017-07-10,1.72
melbourne,2017,2017-07-11,1.71
melbourne,2017,2017-07-12,1.78
melbourne,2017,2017-07-13,1.71
melbourne,2017,2017-07-14,1.89
melbourne,2017,2017-07-16,2.08
melbourne,2017,2017-07-17,1.57
melbourne,2017,2017-07-18,2.12
melbourne,2017,2017-07-19,2.09
melbourne,2017,2017-07-20,2.25
melbourne,2017,2017-07-21,1.94
melbourne,2017,2017-07-22,1.93
melbourne,2017,2017-07-23,1.83
melbourne,2017,2017-07-24,2.14
melbourne,2017,2017-07-25,2.37
melbourne,2017,2017-07-26,2.37
melbourne,2017,2017-07-27,2.17
melbourne,2017,2017-07-28,2.16
melbourne,2017,2017-07-29,2.33
melbourne,2017,2017-07-30,2.42
melbourne,2017,2017-07-31,2.1
melbourne,2017,2017-08-01,2.44
melbourne,2017,2017-08-02,2.13
melbourne,2017,2017-08-03,0.81
melbourne,2017,2017-08-04,1.67
melbourne,2017,2017-08-05,2.53
melbourne,2017,2017-08-06,2.01
melbourne,2017,2017-08-07,2.18
melbourne,2017,2017-08-08,2.82
melbourne,2017,2017-08-09,2.84
melbourne,2017,2017-08-10,3.3
melbourne,2017,2017-08-11,2.68
melbourne,2017,2017-08-12,2.6
melbourne,2017,2017-08-13,2.96
melbourne,2017,2017-08-14,2.8
melbourne,2017,2017-08-15,0.96
melbourne,2017,2017-08-16,2.99
melbourne,2017,2017-08-17,3.16
melbourne,2017,2017-08-18,3.01
melbourne,2017,2017-08-19,2.93
melbourne,2017,2017-08-20,3.09
melbourne,2017,2017-08-21,1.62
melbourne,2017,2017-08-22,3.32
melbourne,2017,2017-08-23,3.87
melbourne,2017,2017-08-24,3.38
melbourne,2017,2017-08-25,3.66
melbourne,2017,2017-08-26,3.83
melbourne,2017,2017-08-27,3.53
melbourne,2017,2017-08-28,3.63
melbourne,2017,2017-08-29,3.47
melbourne,2017,2017-08-30,3.59
melbourne,2017,2017-08-31,3.74
melbourne,2017,2017-09-01,4.24
melbourne,2017,2017-09-02,3.92
melbourne,2017,2017-09-03,3.05
melbourne,2017,2017-09-04,3.47
melbourne,2017,2017-09-05,3.75
melbourne,2017,2017-09-06,3.88
melbourne,2017,2017-09-07,4.38
melbourne,2017,2017-09-08,3.96
melbourne,2017,2017-09-09,4.19
melbourne,2017,2017-09-10,4.9
melbourne,2017,2017-09-11,2.33
melbourne,2017,2017-09-12,4.19
melbourne,2017,2017-09-13,5.08
melbourne,2017,2017-09-14,3.84
melbourne,2017,2017-09-15,4.31
melbourne,2017,2017-09-16,4.49
melbourne,2017,2017-09-17,4.64
melbourne,2017,2017-09-18,4.4
melbourne,2017,2017-09-19,4.81
melbourne,2017,2017-09-20,3.95
melbourne,2017,2017-09-21,5.2
melbourne,2017,2017-09-22,4.51
melbourne,2017,2017-09-23,5.22
melbourne,2017,2017-09-24,5.59
melbourne,2017,2017-09-25,5.42
melbourne,2017,2017-09-26,5.9
melbourne,2017,2017-09-27,6.21
melbourne,2017,2017-09-28,6.65
melbourne,2017,2017-09-29,6.27
melbourne,2017,2017-09-30,5.5
melbourne,2017,2017-10-01,4.66
melbourne,2017,2017-10-02,6.25
melbourne,2017,2017-10-03,6.11
melbourne,2017,2017-10-04,6.28
melbourne,2017,2017-10-05,6.59
melbourne,2017,2017-10-06,6.72
melbourne,2017,2017-10-07,7.1
melbourne,2017,2017-10-08,7.2
melbourne,2017,2017-10-09,7.15
melbourne,2017,2017-10-10,6.18
melbourne,2017,2017-10-11,2.79
melbourne,2017,2017-10-12,7.16
melbourne,2017,2017-10-13,4.0
melbourne,2017,2017-10-14,6.56
melbourne,2017,2017-10-15,6.77
melbourne,2017,2017-10-16,7.1
melbourne,2017,2017-10-17,7.51
melbourne,2017,2017-10-18,7.7
melbourne,2017,2017-10-19,9.27
melbourne,2017,2017-10-20,7.47
melbourne,2017,2017-10-21,8.36
melbourne,2017,2017-10-22,6.39
melbourne,2017,2017-10-23,7.46
melbourne,2017,2017-10-24,7.97
melbourne,2017,2017-10-25,7.07
melbourne,2017,2017-10-26,6.83
melbourne,2017,2017-10-27,7.82
melbourne,2017,2017-10-28,7.63
melbourne,2017,2017-10-29,7.65
melbourne,2017,2017-10-30,8.03
melbourne,2017,2017-10-31,8.69
melbourne,2017,2017-11-01,8.17
melbourne,2017,2017-11-02,6.01
melbourne,2017,2017-11-03,8.27
melbourne,2017,2017-11-04,8.3
melbourne,2017,2017-11-05,8.21
melbourne,2017,2017-11-06,8.2
melbourne,2017,2017-11-07,7.45
melbourne,2017,2017-11-08,8.82
melbourne,2017,2017-11-09,8.16
melbourne,2017,2017-11-10,8.73
melbourne,2017,2017-11-11,8.6
melbourne,2017,2017-11-12,8.96
melbourne,2017,2017-11-13,9.03
melbourne,2017,2017-11-14,9.02
melbourne,2017,2017-11-15,9.45
melbourne,2017,2017-11-16,3.18
melbourne,2017,2017-11-17,8.93
melbourne,2017,2017-11-18,9.33
melbourne,2017,2017-11-19,9.78
melbourne,2017,2017-11-20,9.31
melbourne,2017,2017-11-21,9.61
melbourne,2017,2017-11-22,9.31
melbourne,2017,2017-11-23,9.56
melbourne,2017,2017-11-24,9.79
melbourne,2017,2017-11-25,10.2
melbourne,2017,2017-11-26,6.63
melbourne,2017,2017-11-27,10.05
melbourne,2017,2017-11-28,9.52
melbourne,2017,2017-11-29,10.42
melbourne,2017,2017-11-30,10.26
melbourne,2017,2017-12-01,5.68
melbourne,2017,2017-12-02,2.46
melbourne,2017,2017-12-03,11.13
melbourne,2017,2017-12-04,6.82
melbourne,2017,2017-12-05,10.54
melbourne,2017,2017-12-06,11.45
melbourne,2017,2017-12-07,10.85
melbourne,2017,2017-12-08,11.34
melbourne,2017,2017-12-09,12.18
melbourne,2017,2017-12-10,10.83
melbourne,2017,2017-12-11,10.55
melbourne,2017,2017-12-12,10.6
melbourne,2017,2017-12-13,10.74
melbourne,2017,2017-12-14,8.98
melbourne,2017,2017-12-15,10.53
melbourne,2017,2017-12-16,10.8
melbourne,2017,2017-12-17,10.75
melbourne,2017,2017-12-18,10.95
melbourne,2017,2017-12-19,12.74
melbourne,2017,2017-12-20,11.97
melbourne,2017,2017-12-21,10.28
melbourne,2017,2017-12-22,11.31
melbourne,2017,2017-12-23,9.76
melbourne,2017,2017-12-24,10.97
melbourne,2017,2017-12-25,10.6
melbourne,2017,2017-12-26,10.85
melbourne,2017,2017-12-27,11.16
melbourne,2017,2017-12-28,10.84
melbourne,2017,2017-12-29,9.05
melbourne,2017,2017-12-30,12.42
melbourne,2017,2017-12-31,10.74
melbourne,2018,2018-01-01,10.64
melbourne,2018,2018-01-02,11.15
melbourne,2018,2018-01-03,11.74
melbourne,2018,2018-01-04,11.27
melbourne,2018,2018-01-05,11.47
melbourne,2018,2018-01-06,11.58
melbourne,2018,2018-01-07,10.7
melbourne,2018,2018-01-08,11.8
melbourne,2018,2018-01-09,11.5
melbourne,2018,2018-01-10,11.98
melbourne,2018,2018-01-11,11.58
melbourne,2018,2018-01-12,3.65
melbourne,2018,2018-01-13,8.55
melbourne,2018,2018-01-14,13.05
melbourne,2018,2018-01-15,12.81
melbourne,2018,2018-01-16,10.89
melbourne,2018,2018-01-17,11.53
melbourne,2018,2018-01-18,11.39
melbourne,2018,2018-01-19,11.11
melbourne,2018,2018-01-20,9.93
melbourne,2018,2018-01-21,10.52
melbourne,2018,2018-01-22,10.26
melbourne,2018,2018-01-23,10.21
melbourne,2018,2018-01-24,10.13
melbourne,2018,2018-01-25,10.01
melbourne,2018,2018-01-26,10.51
melbourne,2018,2018-01-27,10.76
melbourne,2018,2018-01-28,10.69
melbourne,2018,2018-01-29,10.61
melbourne,2018,2018-01-30,11.33
melbourne,2018,2018-01-31,11.68
melbourne,2018,2018-02-01,10.08
melbourne,2018,2018-02-02,9.92
melbourne,2018,2018-02-03,10.29
melbourne,2018,2018-02-04,10.26
melbourne,2018,2018-02-05,10.95
melbourne,2018,2018-02-06,9.66
melbourne,2018,2018-02-07,9.74
melbourne,2018,2018-02-08,11.02
melbourne,2018,2018-02-09,10.66
melbourne,2018,2018-02-10,4.02
melbourne,2018,2018-02-11,10.58
melbourne,2018,2018-02-12,10.5
melbourne,2018,2018-02-13,9.78
melbourne,2018,2018-02-14,9.4
melbourne,2018,2018-02-15,9.84
melbourne,2018,2018-02-16,9.04
melbourne,2018,2018-02-17,9.63
melbourne,2018,2018-02-18,10.35
